업체명,모델명,연료,도심주행연비,고속도로연비
현대,GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지),휘발유,7.2,9.7
현대,GV70 3.5T-GDI AWD 21인치 (스포츠패키지),휘발유,7.3,9.9
아우디,Q3 35 TDI quattro,경유,13.1,15.8
현대,GV70 3.5T-GDI AWD 19인치(빌트인캠),휘발유,7.4,10.2
현대,GV70 3.5T-GDI AWD 19인치,휘발유,7.5,10.3
(주)파워프라자,파워프라자 봉고3ev PEACE 더블캡,전기,2,2.1
한국지엠,트레일블레이저 1.35 TURBO FWD,휘발유,11.9,13.4
한국지엠,트레일블레이저 1.35 TURBO FWD,휘발유,12.1,14
한국지엠,트레일블레이저 1.35 TURBO AWD,휘발유,10.7,12.7
한국지엠,트레일블레이저 1.35 TURBO AWD,휘발유,10.8,13.3
BMW,BMW 840d xDrive Gran Coupe,경유,11.5,14.7
아우디,A6 45 TFSI,휘발유,9.7,12.9
벤츠,Mercedes-Benz GLC300 e 4MATIC Coupe,전기+휘발유,12.3,13
BMW,BMW 730Ld xDrive,경유,11.7,15
케이지모빌리티,"렉스턴 2.2 8AT 2WD SCR Step2 7인승				",경유,9.5,13.1
케이지모빌리티,"렉스턴 2.2 8AT 4WD SCR Step2 7인승			",경유,9.3,12.7
기아,K5(DL3) 2.0CVVL_18인치(빌트인캠),휘발유,11.2,14.6
기아,K5(DL3) 2.0CVVL_17인치(빌트인캠),휘발유,11.4,14.9
케이지모빌리티,"렉스턴 2.2 8AT 2WD SCR Step2 7인승 ISG				",경유,10.4,13.4
케이지모빌리티,"렉스턴 2.2 8AT 4WD SCR Step2 7인승 ISG			",경유,9.9,12.9
벤츠,Mercedes-AMG GT,휘발유,6.2,8.3
벤츠,"Mercedes-Benz GLC220 d 4MATIC Coupe	",경유,11.7,13.3
BMW,BMW 630d xDrive,경유,11.9,14.9
기아,K5(DL3) 1.6T-GDI_19인치(빌트인캠),휘발유,11.2,14.7
현대,G70(IK PE) 2.0T-GDI 2WD 19인치(썸머)_SP,휘발유,9,12.6
현대,G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌)_SP,휘발유,9.3,12.3
현대,G70(IK PE) 2.0T-GDI AWD 19인치(썸머)_SP,휘발유,8.1,11.2
현대,G70(IK PE) 2.0T-GDI AWD 19인치(올시즌)_SP,휘발유,8.2,11.5
BMW,BMW 320i,휘발유,10.5,13.8
현대,G70(IK PE) 2.0T-GDI 2WD 18인치(빌트인캠),휘발유,9.2,12.4
현대,G70(IK PE) 2.0T-GDI 2WD 18인치타이어,휘발유,9.5,12.5
현대,G70(IK PE) 2.0T-GDI AWD 18인치(빌트인캠),휘발유,8.4,11.7
현대,G70(IK PE) 2.0T-GDI AWD 18인치타이어,휘발유,8.7,11.8
현대,G70(IK PE) 2.0T-GDI 2WD 19인치(썸머),휘발유,9,12.6
현대,G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌),휘발유,9.3,12.3
현대,G70(IK PE) 2.0T-GDI AWD 19인치(썸머),휘발유,8.1,11.2
아우디,A8 L 55 TFSI quattro,휘발유,7.5,10.9
벤츠,Mercedes-Benz GLA250 4MATIC,휘발유,9.5,12.1
벤츠,Mercedes-Benz GLB250 4MATIC,휘발유,9.5,12.1
BMW,BMW 640i xDrive,휘발유,8.5,11.4
BMW,BMW 620d xDrive,경유,11.8,15.3
롤스로이스,Rolls Royce Ghost EWB,휘발유,4.9,7.7
롤스로이스,Rolls Royce Ghost,휘발유,4.8,7.3
BMW,BMW X7 xDrive40d,경유,9.7,11.8
현대,G70(IK PE) 2.0T-GDI AWD 19인치(올시즌),휘발유,8.2,11.5
포르쉐,타이칸 4S (High),전기,2.8,3
현대,G70(IK PE) 2.2디젤 2WD_17인치(빌트인캠),경유,13,17.3
현대,G70(IK PE) 2.2디젤 2WD_17인치타이어,경유,13.3,17.4
현대,G70(IK PE) 2.2디젤 2WD_18/19인치타이어,경유,12.8,16.2
현대,G70(IK PE) 2.2디젤 AWD_17인치타이어,경유,11.9,15.5
현대,G70(IK PE)  2.2디젤 AWD_18/19인치타이어,경유,11.7,15.2
롤스로이스,Rolls Royce Ghost EWB,휘발유,4.9,7.7
롤스로이스,Rolls Royce Ghost,휘발유,4.8,7.3
벤츠,Mercedes-AMG GT-C Roadster,휘발유,6.2,8.3
현대,G70(IK PE) 3.3T-GDI AWD 19인치(썸머)_SP,휘발유,7.4,10.3
현대,G70(IK PE) 3.3T-GDI AWD 19인치(올시즌)_SP,휘발유,7.7,10.8
현대,G70(IK PE) 3.3T-GDI 2WD 19인치(썸머)_SP,휘발유,8,10.8
현대,G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌)_SP,휘발유,8.2,11.3
현대,G70(IK PE) 3.3T-GDI AWD 19인치(썸머),휘발유,7.4,10.3
현대,G70(IK PE)3.3T-GDI AWD 19인치(올시즌),휘발유,7.7,10.8
현대,G70(IK PE) 3.3T-GDI 2WD 19인치(썸머),휘발유,8,10.8
현대,G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌),휘발유,8.2,11.3
(주)캠시스,CEVO-C SE,전기,6.7,5.8
현대,투싼 2.0디젤 2WD 8AT 19인치,경유,12.7,15.6
현대,투싼 2.0디젤 AWD 8AT 19인치,경유,11.7,14.8
현대,투싼 1.6T-GDI 2WD 7DCT 19인치,휘발유,11.1,13.2
현대,투싼 1.6T-GDI AWD 7DCT 19인치,휘발유,10.2,12
(주)디피코,포트로(HMT-101),전기,4.7,3.1
마세라티,마세라티 르반떼 GTS,휘발유,5.1,7
마세라티,마세라티 르반떼 트로페오,휘발유,5.1,7
벤츠,Mercedes-AMG E53 4MATIC + Coupe,휘발유,8.4,10.5
MINI,MINI Cooper S Countryman ALL4,휘발유,9.5,12.8
BMW,BMW X7 xDrive40d,경유,9.7,11.8
벤츠,Mercedes-AMG E53 4MATIC +,휘발유,8.4,10.5
현대,코나(PE) 1.6T-GDI 2WD 16인치/17인치타이어,휘발유,12.7,15.7
현대,코나(PE) 1.6T-GDI 2WD 18인치타이어,휘발유,11.7,14.1
현대,코나(PE) 1.6T-GDI 4WD 16인치타이어,휘발유,11.1,13.7
현대,코나(PE) 1.6T-GDI 4WD 17인치타이어,휘발유,10.8,13.2
케이지모빌리티,티볼리 에어 가솔린 1.5 AT 2WD  18인치 타이어,휘발유,10.8,13.1
케이지모빌리티,티볼리 에어 가솔린 1.5 AT 2WD  17인치 타이어,휘발유,10.9,13.2
투데이션샤인,마이브 M1,전기,6,5
BMW,BMW X4 xDrive30d,경유,11.2,13.8
현대,코나(PE) 1.6T-GDI 4WD 18인치타이어,휘발유,10.6,13
BMW,BMW X3 xDrive30d,경유,11.3,14
혼다,ACCORD HYBRID,휘발유,18,17
혼다,ACCORD 1.5T,휘발유,12.8,15.7
케이지모빌리티,티볼리 에어 가솔린 1.5 AT 2WD  16인치 타이어,휘발유,10.9,13.5
현대,싼타페(개조) 2.5T-GDI AWD 5인 20인치타이어,휘발유,8.6,10.9
현대,싼타페(개조) 2.5T-GDI AWD 5인 18인치타이어,휘발유,8.9,11.4
현대,싼타페(개조) 2.5T-GDI 2WD 5인 20인치타이어,휘발유,9.2,11.5
현대,싼타페(개조) 2.5T-GDI AWD 7인 20인치타이어,휘발유,8.6,10.9
현대,싼타페(개조) 2.5T-GDI AWD 7인 18인치타이어,휘발유,8.9,11.4
현대,싼타페(개조) 2.5T-GDI 2WD 7인 20인치타이어,휘발유,9.2,11.5
현대,싼타페(개조) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,9.3,12.2
현대,싼타페(개조) 2.5T-GDI 2WD 7인 18인치타이어,휘발유,9.4,12.2
현대,싼타페(개조) 2.5T-GDI 2WD 5인 18인치(빌트인캠),휘발유,9.6,12.7
현대,싼타페(개조) 2.5T-GDI 2WD 5인 18인치타이어,휘발유,9.6,12.8
포드,Explorer 3.0 PHEV,전기+휘발유,12,13.7
벤츠,Mercedes-AMG CLA45 S 4MATIC,휘발유,7.8,10.9
벤츠,Mercedes-Benz C200,휘발유,9.5,13
포르쉐,"타이칸 4S (High, 5인승)",전기,2.8,3
BMW,BMW X6 xDrive30d,경유,10,12.1
포드,Lincoln Aviator 3.0 PHEV,전기+휘발유,12,13.7
BMW,BMW X5 xDrive30d,경유,10,11.6
기아,K5(DL3) 2.0GDI 하이브리드_18인치(빌트인캠),휘발유,17.6,17.5
기아,K5(DL3) 2.0GDI 하이브리드_18인치타이어,휘발유,18.1,17.8
크라이슬러,짚 글래디에이터,휘발유,5.9,7.3
BMW,BMW 740d xDrive,경유,11.3,14.8
BMW,BMW 730Ld xDrive,경유,11.7,15
BMW,BMW 730d xDrive,경유,10.9,14.6
한국지엠,트랙스 1.4,휘발유,10.3,13
아우디,Q3 Sportback 35 TDI quattro,경유,12.6,16.4
BMW,BMW 530e,전기+휘발유,16.2,19.5
BMW,BMW M550i xDrive,휘발유,6.7,10
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 5인 20인치타이어,휘발유,8.8,11.1
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 6인 20인치타이어,휘발유,8.8,11.1
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 5인 18인치타이어,휘발유,9,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 6인 18인치타이어,휘발유,9,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 5인 20인치타이어,휘발유,9.3,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 6인 20인치타이어,휘발유,9.3,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 6인 18인치타이어,휘발유,9.5,12.4
BMW,BMW 523d xDrive,경유,13.8,17.7
BMW,BMW 523d,경유,14.4,17.5
아우디,S4 TFSI,휘발유,8.6,12.3
BMW,BMW M5,휘발유,6.6,9.2
DFSK,C35S5,휘발유,9.6,9.9
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 7인 20인치타이어,휘발유,8.8,11.1
기아,쏘렌토(MQ4) 2.5T-GDI 4WD 7인 18인치타이어,휘발유,9,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 7인 20인치타이어,휘발유,9.3,11.8
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 7인 18인치타이어,휘발유,9.5,12.4
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치타이어,휘발유,9.8,12.9
기아,쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치(빌트인캠),휘발유,9.8,12.7
BMW,BMW 420d Coupe,경유,12.9,16.4
BMW,BMW 540i xDrive,휘발유,8.6,12.2
BMW,BMW 430i Coupe,휘발유,10,13
포르쉐,911 터보 S 카브리올레,휘발유,6.1,8.1
포르쉐,911 터보 S,휘발유,6.1,8.1
기아,스팅어(CK PE) 3.3T-GDI 2WD_19인치(썸머),휘발유,7.9,10.2
기아,스팅어(CK PE) 3.3T-GDI 2WD_19인치(올시즌),휘발유,7.9,10.7
기아,스팅어(CK PE) 3.3T-GDI AWD_19인치(썸머),휘발유,7.4,10
기아,스팅어(CK PE) 3.3T-GDI AWD_19인치(올시즌),휘발유,7.5,10.2
MINI,MINI Cooper D Countryman ALL4,경유,13.2,16.5
BMW,BMW X5 xDrive40i,휘발유,7.5,9.1
BMW,BMW 520i,휘발유,10.9,14.8
MINI,MINI Cooper Countryman ,휘발유,10.5,13.2
BMW,BMW 630i xDrive,휘발유,8.2,11
BMW,BMW 420i Coupe,휘발유,10.3,13.5
BMW,BMW 218d Gran Coupe,경유,13.1,16.1
BMW,BMW X7 M50i,휘발유,5.8,7.6
MINI,MINI Cooper D Countryman ,경유,13.9,17
MINI,MINI Cooper SD Countryman ALL4,경유,12.8,16.5
현대,투싼 1.6T-GDI AWD 7DCT 19인치 (빌트인캠),휘발유,10.2,12
현대,투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠),휘발유,10.5,12.4
현대,투싼 1.6T-GDI AWD 7DCT 17/18인치,휘발유,10.8,12.7
현대,투싼 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠),휘발유,11.1,13.2
현대,투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠),휘발유,11.3,13.6
현대,투싼 1.6T-GDI 2WD 7DCT 17/18인치,휘발유,11.5,13.8
현대,투싼 2.0디젤 AWD 8AT 19인치 (빌트인캠),경유,11.7,14.8
현대,투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠),경유,11.7,15.4
현대,투싼 2.0디젤 AWD 8AT 17/18인치,경유,11.9,15.5
현대,투싼 2.0디젤 2WD 8AT 19인치 (빌트인캠),경유,12.7,15.6
현대,투싼 2.0디젤 2WD 8AT 18인치 (빌트인캠),경유,12.9,16
현대,투싼 2.0디젤 2WD 8AT 18인치,경유,12.9,16.3
현대,투싼 2.0디젤 2WD 8AT 17인치,경유,13.5,16.7
기아,스팅어(CK PE) 2.5T-GDI AWD_19인치(썸머),휘발유,8.9,11.5
기아,스팅어(CK PE) 2.5T-GDI AWD_19인치(올시즌),휘발유,9,11.5
BMW,BMW 530i,휘발유,10.6,14.2
BMW,BMW 530i xDrive,휘발유,9.6,13.3
MINI,MINI John Cooper Works Countryman ALL4,휘발유,9.1,12.7
기아,스팅어(CK PE) 2.5T-GDI AWD_18인치타이어,휘발유,9.1,11.8
BMW,BMW X5 xDrive40d,경유,9.4,11.3
기아,스팅어(CK PE) 2.5T-GDI 2WD_19인치(썸머),휘발유,9.6,12.1
GM,CHEVROLET COLORADO AWD,휘발유,7.1,9.8
GM,CHEVROLET COLORADO RWD,휘발유,7.3,10.1
기아,스팅어(CK PE) 2.5T-GDI 2WD_19인치(올시즌),휘발유,9.7,12.4
기아,스팅어(CK PE) 2.5T-GDI 2WD_18인치타이어,휘발유,9.8,13.4
코리아에어카고,LSEV,전기,4.9,3.9
BMW,BMW M5 Competition Package,휘발유,6.6,9.2
현대,쏘나타(DN8) 2.0GDI 하이브리드_18인치타이어,휘발유,18.1,17.8
현대,쏘나타(DN8) 2.0GDI 하이브리드_18인치(빌트인캠),휘발유,17.3,17.8
현대,투싼 1.6T-GDI 하이브리드 6AT (빌트인캠),휘발유,16.3,15.2
현대,투싼 1.6T-GDI 하이브리드 6AT,휘발유,16.9,15.3
페라리,페라리 SF90 Stradale,전기+휘발유,10.5,12
아우디,S5 Coupe TFSI,휘발유,8.2,11.5
한국지엠,말리부 2.0 TURBO,휘발유,9.1,13
BMW,BMW 320d,경유,13.4,17.3
BMW,BMW 320d xDrive,경유,12.6,16.5
GM,캐딜락 XT4,휘발유,8.8,11.8
기아,카니발 3.5GDI 11인 18인치타이어,휘발유,8,11
기아,카니발 3.5GDI 11인 18인치타이어(빌트인캠),휘발유,8,10.9
기아,카니발 3.5GDI 7인 19인치타이어,휘발유,7.8,10.8
기아,카니발 3.5GDI 7인 19인치타이어(빌트인캠),휘발유,7.8,10.8
기아,카니발 3.5GDI 9인 18인치/19인치타이어,휘발유,8,11
기아,카니발 2.2디젤 11인 18인치타이어(빌트인캠),경유,11.2,14.5
기아,카니발 2.2디젤 11인 18인치타이어,경유,11.5,14.6
기아,카니발 2.2디젤 9인 18인치/19인치타이어(빌트인캠),경유,11.8,14.9
기아,카니발 2.2디젤 9인 18인치/19인치타이어,경유,11.8,15
기아,카니발 2.2디젤 7인 19인치타이어(빌트인캠),경유,11.3,14.3
페라리,페라리 SF90 Stradale Assetto Fiorano,전기+휘발유,10.5,12
기아,카니발 2.2디젤 7인 19인치타이어,경유,11.3,14.5
기아,카니발 3.5GDI 9인 18인치/19인치타이어 (빌트인캠),휘발유,8,10.9
페라리,페라리 Roma,휘발유,6.5,9.1
현대,싼타페 2.2디젤 2WD 5인 18인치타이어,경유,13,15.9
현대,싼타페 2.2디젤 2WD 7인 18인치타이어,경유,13,15.9
현대,싼타페 2.2디젤 AWD 5인 20인치타이어,경유,11.7,14.4
현대,싼타페 2.2디젤 AWD 5인 18인치타이어(빌트인캠),경유,12,15.1
현대,싼타페 2.2디젤 2WD 5인 20인치타이어,경유,12.5,15.3
현대,싼타페 2.2디젤 2WD 5인 18인치타이어(빌트인캠),경유,12.7,15.8
현대,싼타페 2.2디젤 AWD 5인 18인치타이어,경유,12.3,15.3
현대,싼타페 2.2디젤 AWD 7인 20인치타이어,경유,11.7,14.4
현대,싼타페 2.2디젤 AWD 7인 18인치타이어,경유,12,15.1
현대,싼타페 2.2디젤 2WD 7인 20인치타이어,경유,12.5,15.3
현대,싼타페 2.2디젤 2WD 7인 18인치타이어(빌트인캠),경유,12.7,15.8
포르쉐,911 카레라 S 카브리올레,휘발유,7.4,9.8
포르쉐,911 타르가 4S,휘발유,7.1,9.6
포르쉐,911 카레라 4S,휘발유,7.1,9.6
포르쉐,911 카레라 카브리올레,휘발유,7.6,10
포르쉐,911 타르가 4,휘발유,7.3,9.6
포르쉐,911 카레라 4 카브리올레,휘발유,7.3,9.6
포르쉐,911 카레라 S,휘발유,7.4,9.8
포르쉐,911 카레라 4S 카브리올레,휘발유,7.1,9.6
포르쉐,911 카레라,휘발유,7.6,10
포르쉐,911 카레라 4,휘발유,7.3,9.6
포드,"Lincoln Nautilus 2.7 AWD (21"" wheel)",휘발유,7.6,11
BMW,BMW X5 xDrive40d,경유,9.4,11.3
BMW,BMW X6 xDrive40d,경유,9.5,11.9
벤츠,Mercedes-Benz GLC 300 4MATIC ,휘발유,8.9,10.8
현대,아반떼 1.6 T-GDI 6MT 18인치 타이어,휘발유,11.1,14
현대,아반떼 1.6 T-GDI 7DCT 18인치 타이어,휘발유,11.5,14.7
BMW,BMW X7 M50i,휘발유,5.8,7.6
BMW,BMW X6 M50i,휘발유,6.2,8.1
BMW,BMW X5 M50i,휘발유,5.9,7.7
벤츠,벤츠 E 220 d Cabriolet,경유,12.6,14.5
PSA Automobiles,Peugeot 2008 1.5 BlueHDi,경유,15.7,19
BMW,BMW 330e,전기+휘발유,15.3,18.8
현대,벨로스터 N 2.0T-GDI (PP)_21MY,휘발유,9.5,11.9
현대,벨로스터 N 2.0T-GDI (STD)_21MY,휘발유,9.7,12.1
BMW,BMW X4 M40i,휘발유,7.8,10.1
BMW,BMW X3 M40i,휘발유,7.8,10.1
GM,캐딜락 CT5 2.0T,휘발유,8.7,12.7
현대,쏘나타(DN8) 2.5 T-GDI_19인치타이어(빌트인캠),휘발유,9.4,13.5
현대,쏘나타(DN8) 2.5 T-GDI_19인치타이어,휘발유,9.6,13.6
벤츠,Mercedes-AMG GLC 63 S 4MATIC + Coupe,휘발유,6.1,8.4
벤츠,벤츠 E 350 4MATIC,휘발유,9.2,11.6
아우디,A8 L 60 TFSI quattro,휘발유,6.7,9.6
현대,아반떼 1.6GDI 하이브리드 (16“타이어),휘발유,21.4,20.7
현대,아반떼 1.6GDI 하이브리드 (17“타이어),휘발유,20.3,18.6
벤츠,Mercedes-Benz GLB 220,휘발유,10.3,13.2
벤츠,Mercedes-AMG GLC 43 4MATIC,휘발유,7.5,9.6
벤츠,Mercedes-Benz GLE 450 4MATIC,휘발유,8.2,9.4
르노코리아자동차(주),"SM6 2.0 LPLi New (19"" Tire)",LPG,8.2,10.7
르노코리아자동차(주),"SM6 2.0 LPLi New (18"" Tire)",LPG,8.4,10.9
BMW,BMW 320d Touring,경유,12.4,17
벤츠,Mercedes-Benz GLE 300 d 4MATIC,경유,10.1,11.5
벤츠,벤츠 E 220 d Coupe,경유,12.8,14.9
벤츠,Mercedes-Benz E 450 4MATIC Cabriolet,휘발유,7.8,10.8
BMW,BMW X5 xDrive45e iPerformance,전기+휘발유,11,12
벤츠,Mercedes-Benz GLS 400 d 4MATIC,경유,9,11
현대,쏘나타(DN8) 1.6 T-GDI_18인치타이어_21MY,휘발유,11.7,15.5
현대,쏘나타(DN8) 1.6 T-GDI_17인치타이어(빌트인캠)_21MY,휘발유,12,16.1
현대,쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY,휘발유,12.3,16.2
현대,쏘나타(DN8) 2.0LPI_18인치타이어_21MY,LPG,8.7,11.6
현대,쏘나타(DN8) 2.0LPI_17인치타이어_21MY,LPG,9,12
현대,쏘나타(DN8) 2.0LPI_16인치타이어_21MY,LPG,9,12
현대,쏘나타(DN8) 2.0CVVL_18인치타이어(빌트인캠)_21MY,휘발유,11.2,14.8
현대,쏘나타(DN8) 2.0CVVL_18인치타이어_21MY,휘발유,11.4,14.8
현대,쏘나타(DN8) 2.0CVVL_17인치타이어(빌트인캠)_21MY,휘발유,11.5,14.7
벤츠,Mercedes-AMG CLS 53 4MATIC +,휘발유,8.4,10.5
현대,쏘나타(DN8) 2.0CVVL_17인치타이어_21MY,휘발유,11.6,14.8
르노코리아자동차(주),"SM6 2.0 LPLi New (16"" Tire)",LPG,8.5,11
르노코리아자동차(주),"SM6 1.8 (19"" Tire)",휘발유,10.2,13.9
르노코리아자동차(주),"SM6 1.8 (18"" Tire)",휘발유,10.5,13.7
르노코리아자동차(주),"SM6 1.3 (19"" Tire)",휘발유,11.4,15.2
르노코리아자동차(주),"SM6 1.3 (18"" Tire)",휘발유,11.9,15.7
르노코리아자동차(주),"SM6 1.3 (16"" Tire)",휘발유,12.1,16
벤츠,Mercedes-Benz GLE 400 d 4MATIC Coupe,경유,9.8,11.5
GM,캐딜락 CT4 2.0T,휘발유,9.3,12.9
벤츠,벤츠 E 220 d,경유,13.1,15.1
기아,모닝(JA PE)_1.0가솔린_14인치타이어_밴형,휘발유,14.4,17.6
벤츠,Mercedes-Benz GLS 580 4MATIC,휘발유,6.7,8.1
벤츠,Mercedes-AMG GLC 43 4MATIC Coupe,휘발유,7.3,9.4
벤츠,벤츠 C 200 Cabriolet,휘발유,9.2,12.4
BMW,MINI John Cooper Works Clubman ALL4,휘발유,8.9,11.7
기아,모닝(JA PE)_1.0가솔린_16인치타이어,휘발유,13.5,16.3
기아,모닝(JA PE)_1.0가솔린_14인치타이어,휘발유,14.4,17.6
포드,Lincoln Corsair 2.0 (19인치),휘발유,8,11.3
기아,K3 1.6 가솔린 21MY CVT (15인치 타이어),휘발유,13.6,17.7
기아,K3 1.6 가솔린 21MY CVT (17인치 타이어),휘발유,12.6,16.3
포드,Lincoln Corsair 2.0,휘발유,8,11.3
벤츠,Mercedes-AMG S 63 4MATIC Coupe,휘발유,6.5,8.7
벤츠,Mercedes-Benz S 450 4MATIC(4인승),휘발유,7.4,10.4
벤츠,Mercedes-Benz S 450 4MATIC,휘발유,7.4,10.4
벤츠,Mercedes-Benz S 450 4MATIC Coupe,휘발유,7.2,10.2
BMW,BMW M235i xDrive Gran Coupe,휘발유,9.2,12.3
BMW,BMW 320i Touring,휘발유,10.4,13.8
BMW,BMW M340i xDrive Touring,휘발유,8.8,11.9
벤츠,"Mercedes-Benz C 200 Coupe	",휘발유,9.8,13.3
BMW,BMW X5 M,휘발유,5.9,7.9
벤츠,Mercedes-AMG C 63 S Coupe,휘발유,7,9.6
혼다,ODYSSEY,휘발유,7.7,11.2
BMW,BMW M2 CS,휘발유,7.8,10.2
포르쉐,카이엔,휘발유,7.1,8.9
벤츠,Mercedes-Benz GLE 300 d 4MATIC,경유,10.1,11.5
벤츠,Mercedes-AMG C 43 4MATIC Coupe,휘발유,7.7,10.6
BMW,X5 M Competition,휘발유,5.9,7.9
기아,쏘렌토 2.2디젤 2WD 5인 18인치타이어,경유,12.9,16.4
기아,쏘렌토 2.2디젤 2WD 6인 18인치타이어,경유,12.9,16.4
기아,쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),경유,12.8,16.3
기아,쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠),경유,12.8,16.3
현대,아반떼 1.6 가솔린 15인치 타이어,휘발유,13.8,17.7
기아,쏘렌토 2.2디젤 4WD 5인 20인치타이어,경유,11.8,14.9
기아,쏘렌토 2.2디젤 4WD 6인 20인치타이어,경유,11.8,14.9
기아,쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠),경유,11.9,15.5
기아,쏘렌토 2.2디젤 4WD 6인 18인치타이어,경유,11.9,15.5
기아,쏘렌토 2.2디젤 2WD 5인 20인치타이어,경유,12.5,15.5
기아,쏘렌토 2.2디젤 2WD 6인 20인치타이어,경유,12.5,15.5
기아,쏘렌토 2.2디젤 4WD 7인 20인치타이어,경유,11.8,14.9
기아,쏘렌토 2.2디젤 4WD 7인 18인치타이어,경유,11.9,15.5
기아,쏘렌토 2.2디젤 4WD 5인 18인치타이어,경유,12.5,16
기아,쏘렌토 2.2디젤 2WD 7인 20인치타이어,경유,12.5,15.5
기아,쏘렌토 2.2디젤 2WD 7인 18인치타이어,경유,12.9,16.4
기아,쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠),경유,12.8,16.3
벤츠,Mercedes-Benz GLE 450 4MATIC,휘발유,8.2,9.4
현대,아반떼 1.6 LPI 17인치 타이어,LPG,9.2,12
현대,아반떼 1.6 LPI 16인치 타이어,LPG,9.3,12.4
현대,아반떼 1.6 LPI 15인치 타이어,LPG,9.4,12.5
기아,"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",휘발유,15.9,14
기아,"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17""(빌트인캠)",휘발유,15.9,14
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17인치타이어,휘발유,16.3,14.2
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17인치타이어,휘발유,16.3,14.2
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 5인 19인치타이어,휘발유,14,12.3
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 6인 19인치타이어,휘발유,14,12.3
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 5인 17인치타이어,휘발유,14.3,13
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 6인 17인치타이어,휘발유,14.3,13
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 5인 19인치타이어,휘발유,15.1,13.4
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 6인 19인치타이어,휘발유,15.1,13.4
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 7인 19인치타이어,휘발유,14,12.3
기아,쏘렌토 1.6T-GDI 하이브리드 4WD 7인 17인치타이어,휘발유,14.3,13
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 7인 19인치타이어,휘발유,15.1,13.4
기아,"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",휘발유,15.9,14
벤츠,Mercedes-AMG C 43 4MATIC,휘발유,7.7,10.3
기아,쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17인치타이어,휘발유,16.3,14.2
페라리,페라리 812 GTS,휘발유,4.7,6.3
현대,GV80 2.5T-GDI AWD 5인 19인치타이어 (빌트인캠),휘발유,7.9,10
현대,GV80 2.5T-GDI AWD 5인 19인치타이어,휘발유,8,10.4
현대,GV80 2.5T-GDI AWD 5인 20인치타이어,휘발유,7.8,9.8
현대,GV80 2.5T-GDI AWD 7인 20인치타이어,휘발유,7.6,9.8
현대,GV80 2.5T-GDI 2WD 5인 22인치타이어,휘발유,8.2,10.4
현대,GV80 2.5T-GDI 2WD 5인 20인치타이어,휘발유,8.2,10.4
현대,GV80 2.5T-GDI 2WD 7인 20인치타이어,휘발유,8.2,10.4
현대,GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠),휘발유,6.9,9.1
현대,GV80 3.5T-GDI AWD 5인 22인치타이어,휘발유,6.9,9.1
현대,GV80 3.5T-GDI AWD 7인 20인치타이어,휘발유,6.9,9.1
현대,GV80 3.5T-GDI 2WD 7인 20인치타이어,휘발유,7.4,9.9
현대,GV80 3.5T-GDI 2WD 5인 20인치타이어 (빌트인캠),휘발유,7.4,9.9
현대,GV80 3.5T-GDI AWD 5인 20인치타이어,휘발유,7.1,9.3
